epoch,accuracy,loss,val_accuracy,val_loss

0,0.11550533771514893,3.349381923675537,0.13159938156604767,3.3684263229370117

1,0.15625,3.233158826828003,0.1323757767677307,3.3676745891571045

2,0.14312617480754852,3.2444992065429688,0.1587732881307602,3.2955102920532227

3,0.15625,3.132850170135498,0.15566770732402802,3.295029878616333

4,0.14469555020332336,3.1703884601593018,0.16731366515159607,3.2150392532348633

5,0.1875,3.101715326309204,0.16459627449512482,3.2176339626312256

6,0.1597614586353302,3.081240177154541,0.17197205126285553,3.099224328994751

7,0.15625,2.9939358234405518,0.176630437374115,3.094238519668579

8,0.17953546345233917,2.96246337890625,0.19953416287899017,2.948613166809082

9,0.125,3.208467483520508,0.19914595782756805,2.939809560775757

10,0.19962334632873535,2.890728235244751,0.21156832575798035,2.8342151641845703

11,0.1875,2.6418020725250244,0.21350932121276855,2.821648359298706

12,0.22849968075752258,2.8186118602752686,0.21118012070655823,2.8337366580963135

13,0.375,2.6277220249176025,0.20108695328235626,2.8647289276123047

14,0.229441300034523,2.7515032291412354,0.1447981297969818,3.260218620300293

15,0.125,2.8497774600982666,0.16187888383865356,3.0855982303619385

16,0.24419334530830383,2.685072183609009,0.26513975858688354,2.6457552909851074

17,0.1875,2.7640936374664307,0.27057453989982605,2.6299350261688232

18,0.26585060358047485,2.589970111846924,0.3567546606063843,2.3143422603607178

19,0.28125,2.433039903640747,0.3520962595939636,2.333064556121826

20,0.2752667963504791,2.541083335876465,0.21467390656471252,2.8664979934692383

21,0.4375,2.284644603729248,0.20496894419193268,2.9131221771240234

22,0.28719398379325867,2.4654593467712402,0.18788820505142212,2.987053632736206

23,0.3125,2.4206931591033936,0.1909937858581543,2.996230125427246

24,0.31481480598449707,2.388152599334717,0.3784937858581543,2.162785768508911

25,0.375,2.313699245452881,0.37616458535194397,2.147186040878296

26,0.3226616382598877,2.3504984378814697,0.30628880858421326,2.3256332874298096

27,0.3125,2.288454055786133,0.3272515535354614,2.2590150833129883

28,0.32831135392189026,2.2954049110412598,0.3478260934352875,2.250176429748535

29,0.1875,2.4588518142700195,0.364130437374115,2.1979713439941406

30,0.3374136984348297,2.255680799484253,0.3392857015132904,2.41517972946167

31,0.375,2.430481195449829,0.3427795171737671,2.359349489212036

32,0.3647206425666809,2.207355260848999,0.47243788838386536,1.864119052886963

33,0.28125,2.1315951347351074,0.47437888383865356,1.8479386568069458

34,0.3681732714176178,2.1484415531158447,0.4677795171737671,1.8698903322219849

35,0.25,2.4296669960021973,0.47088509798049927,1.8553537130355835

36,0.3826114237308502,2.100823402404785,0.40256211161613464,2.1970386505126953

37,0.53125,2.0903823375701904,0.3625776469707489,2.5144314765930176

38,0.3967357277870178,2.081897497177124,0.4375,1.8979767560958862

39,0.5625,1.8931548595428467,0.4227484464645386,1.948207139968872

40,0.41180163621902466,2.0369153022766113,0.4681676924228668,1.7975473403930664

41,0.3125,1.9543581008911133,0.4604037404060364,1.828939437866211

42,0.42247331142425537,2.006558895111084,0.5027173757553101,1.769302248954773

43,0.28125,2.0835297107696533,0.5143633484840393,1.714390516281128

44,0.4413057267665863,1.9548008441925049,0.54076087474823,1.663787603378296

45,0.625,1.5803313255310059,0.5772515535354614,1.5673298835754395

46,0.44601380825042725,1.918008804321289,0.5093167424201965,1.6638116836547852

47,0.3125,2.1642909049987793,0.5229037404060364,1.6403818130493164

48,0.44664156436920166,1.9062044620513916,0.5139751434326172,1.7004756927490234

49,0.4375,1.8143014907836914,0.532608687877655,1.658818244934082

50,0.4723791480064392,1.8193360567092896,0.5100931525230408,1.7588953971862793

51,0.3125,1.9061927795410156,0.538431704044342,1.6798689365386963

52,0.4830508530139923,1.7984288930892944,0.6098602414131165,1.411603331565857

53,0.46875,1.6662393808364868,0.5962733030319214,1.4372371435165405

54,0.4890144467353821,1.7681628465652466,0.532608687877655,1.6874473094940186

55,0.375,1.7446424961090088,0.58423912525177,1.5089155435562134

56,0.5213433504104614,1.6845022439956665,0.611801266670227,1.409224033355713

57,0.75,1.3752501010894775,0.573369562625885,1.5262864828109741

58,0.5062774419784546,1.7206307649612427,0.6327639818191528,1.384116291999817

59,0.4375,1.8307983875274658,0.6300466060638428,1.3856046199798584

60,0.5360954403877258,1.6876555681228638,0.5135869383811951,1.7767456769943237

61,0.46875,2.0882251262664795,0.4906832277774811,1.882354736328125

