epoch,accuracy,loss,val_accuracy,val_loss
0,0.11362209916114807,2.887551784515381,0.25961539149284363,2.570615291595459
1,0.125,2.871258497238159,0.1875,2.615495204925537
2,0.17639674246311188,2.643040657043457,0.26442307233810425,2.4635815620422363
3,0.25,2.5406219959259033,0.3173076808452606,2.4360451698303223
4,0.23822975158691406,2.497340440750122,0.38461539149284363,2.2772161960601807
5,0.15625,2.4695322513580322,0.36057692766189575,2.1971843242645264
6,0.2642812430858612,2.370816707611084,0.4134615361690521,2.1142234802246094
7,0.25,2.312776803970337,0.41826921701431274,2.00697660446167
8,0.31136220693588257,2.242532968521118,0.44711539149284363,2.02557373046875
9,0.25,2.3090574741363525,0.39423078298568726,1.9906889200210571
10,0.3292529881000519,2.1615712642669678,0.42307692766189575,1.9637311697006226
11,0.46875,1.9047363996505737,0.5,1.8640245199203491
12,0.3678593933582306,2.0613701343536377,0.4663461446762085,1.8507550954818726
13,0.34375,1.9223614931106567,0.5192307829856873,1.8063302040100098
14,0.3785310685634613,2.00095796585083,0.44711539149284363,1.7866218090057373
15,0.4375,1.7593252658843994,0.44711539149284363,1.8039907217025757
16,0.40112993121147156,1.926548719406128,0.5721153616905212,1.6279499530792236
17,0.46875,1.6587101221084595,0.5240384340286255,1.7570832967758179
18,0.41494035720825195,1.8709988594055176,0.6153846383094788,1.582574725151062
19,0.3125,2.074878692626953,0.5865384340286255,1.54917311668396
20,0.43879473209381104,1.8019981384277344,0.5384615659713745,1.5645866394042969
21,0.4375,1.7876499891281128,0.5528846383094788,1.552193284034729
22,0.4409918487071991,1.781880497932434,0.5769230723381042,1.5152415037155151
23,0.4375,1.806396484375,0.5625,1.5463931560516357
24,0.4591964781284332,1.7274737358093262,0.6346153616905212,1.514296054840088
25,0.46875,1.589404582977295,0.5961538553237915,1.495712161064148
26,0.46986818313598633,1.6921697854995728,0.5961538553237915,1.4390881061553955
27,0.4375,1.7809392213821411,0.5913461446762085,1.4053928852081299
28,0.49529188871383667,1.6395468711853027,0.6153846383094788,1.3527798652648926
29,0.46875,1.853947401046753,0.6442307829856873,1.3150979280471802
30,0.49403640627861023,1.6158852577209473,0.682692289352417,1.2780711650848389
31,0.625,1.3819236755371094,0.629807710647583,1.41984224319458
32,0.5097300410270691,1.5708329677581787,0.6105769276618958,1.3443658351898193
33,0.34375,1.9397817850112915,0.6490384340286255,1.3621649742126465
34,0.529190182685852,1.5665689706802368,0.6153846383094788,1.330345630645752
35,0.5625,1.600835919380188,0.6153846383094788,1.3788038492202759
36,0.5257375836372375,1.5251437425613403,0.629807710647583,1.3112047910690308
37,0.5625,1.347424864768982,0.6009615659713745,1.291290521621704
38,0.5451977252960205,1.4747440814971924,0.6778846383094788,1.2954751253128052
39,0.40625,1.732970118522644,0.7115384340286255,1.1907497644424438
40,0.5395480394363403,1.4634051322937012,0.6346153616905212,1.2172845602035522
41,0.4375,1.7294460535049438,0.6634615659713745,1.2991900444030762
42,0.5540624856948853,1.4506551027297974,0.6971153616905212,1.1554365158081055
43,0.5,1.5034492015838623,0.7067307829856873,1.1684319972991943
44,0.5549278259277344,1.4198784828186035,0.7259615659713745,1.0712751150131226
45,0.5,1.6302895545959473,0.6634615659713745,1.2091203927993774
46,0.5677965879440308,1.408216953277588,0.7163461446762085,1.116031527519226
47,0.6875,1.1995412111282349,0.745192289352417,0.9781380295753479
48,0.564030110836029,1.3922039270401,0.7307692170143127,1.105889081954956
49,0.78125,1.1014230251312256,0.7163461446762085,1.086044192314148
50,0.5737602114677429,1.3802378177642822,0.6538461446762085,1.1464953422546387
51,0.625,1.2340385913848877,0.7115384340286255,1.0799237489700317
52,0.590395450592041,1.3377255201339722,0.6730769276618958,1.0512818098068237
53,0.6875,1.1857867240905762,0.7403846383094788,0.9999436736106873
54,0.6086001396179199,1.302571177482605,0.7403846383094788,0.9388002157211304
55,0.75,1.1862456798553467,0.6490384340286255,1.1438686847686768
56,0.6038920283317566,1.300797462463379,0.6634615659713745,1.0998799800872803
57,0.53125,1.3597874641418457,0.6971153616905212,1.082754373550415
58,0.6126804947853088,1.2848529815673828,0.6971153616905212,1.0680550336837769
59,0.59375,1.2218408584594727,0.692307710647583,1.116950273513794
60,0.6145637035369873,1.2480027675628662,0.6730769276618958,1.0939688682556152
61,0.5625,1.3883800506591797,0.7115384340286255,1.0390032529830933
62,0.6277464032173157,1.2425942420959473,0.7403846383094788,0.9898049235343933
63,0.625,1.1168060302734375,0.7644230723381042,0.9408276677131653
64,0.6227244138717651,1.2325737476348877,0.692307710647583,1.009734869003296
65,0.625,1.2058945894241333,0.7259615659713745,0.9965305924415588
66,0.639359712600708,1.2127742767333984,0.754807710647583,0.9005184173583984
67,0.625,1.2609601020812988,0.7692307829856873,0.9318819046020508
68,0.6315128803253174,1.2169591188430786,0.7355769276618958,0.9501481652259827
69,0.5,1.3345110416412354,0.75,0.9458101987838745
70,0.6534839868545532,1.1694854497909546,0.7644230723381042,0.908549964427948
71,0.78125,0.9066733121871948,0.7259615659713745,0.9836558103561401
72,0.6412429213523865,1.1697685718536377,0.75,0.9552066326141357
73,0.625,1.1355013847351074,0.7836538553237915,0.9193015694618225
